Date,Temperature_C,Humidity_%
2004-03-01 03:36:04,2.94,74.69
2004-03-01 03:48:04,2.94,74.19
2004-03-01 04:00:04,2.88,73.69
2004-03-01 04:12:04,2.69,75.06
2004-03-01 04:24:04,2.5,76.38
2004-03-01 04:36:04,2.56,76.31
2004-03-01 04:48:04,2.56,76.88
2004-03-01 05:00:04,2.63,75.0
2004-03-01 05:12:04,2.75,74.63
2004-03-01 05:24:04,2.69,74.69
2004-03-01 05:36:04,2.69,74.13
2004-03-01 05:48:04,2.69,74.44
2004-03-01 06:00:04,2.69,73.0
2004-03-01 06:12:04,2.56,72.5
2004-03-01 06:24:04,2.63,71.5
2004-03-01 06:36:04,2.56,71.19
2004-03-01 06:48:04,2.5,71.13
2004-03-01 07:00:04,2.44,70.88
2004-03-01 07:12:04,2.5,70.94
2004-03-01 07:24:04,2.44,70.88
2004-03-01 07:36:04,2.38,69.75
2004-03-01 07:48:04,2.38,69.94
2004-03-01 08:00:04,2.31,69.38
2004-03-01 08:12:04,2.19,69.63
2004-03-01 08:24:04,2.19,71.0
2004-03-01 08:36:04,2.25,70.44
2004-03-01 08:48:04,2.25,69.88
2004-03-01 09:00:04,2.31,70.81
2004-03-01 09:12:04,2.25,70.19
2004-03-01 09:24:04,2.38,68.81
2004-03-01 09:36:04,2.38,68.19
2004-03-01 09:48:04,2.31,68.38
2004-03-01 10:00:04,2.38,68.25
2004-03-01 10:12:04,2.31,67.5
2004-03-01 10:24:04,2.31,68.06
2004-03-01 10:36:04,2.25,68.38
2004-03-01 10:48:04,2.38,68.0
2004-03-01 11:00:04,2.38,67.81
2004-03-01 11:12:04,2.38,67.81
2004-03-01 11:24:04,2.38,68.44
2004-03-01 11:36:04,2.31,67.69
2004-03-01 11:48:04,2.44,66.81
2004-03-01 12:00:04,2.38,68.63
2004-03-01 12:12:04,2.44,67.94
2004-03-01 12:24:04,2.38,67.0
2004-03-01 12:36:04,2.56,66.75
2004-03-01 12:48:04,2.5,66.56
2004-03-01 13:00:04,2.56,66.63
2004-03-01 13:12:04,2.75,65.75
2004-03-01 13:24:04,3.06,64.75
2004-03-01 13:36:04,4.0,61.75
2004-03-01 13:48:04,3.13,64.19
2004-03-01 14:00:04,3.0,65.5
2004-03-01 14:12:04,3.06,65.5
2004-03-01 14:24:04,2.88,64.88
2004-03-01 14:36:04,3.31,65.5
2004-03-01 14:48:04,3.5,64.25
2004-03-01 15:00:04,3.31,65.75
2004-03-01 15:12:04,2.94,66.94
2004-03-01 15:24:04,2.88,66.31
2004-03-01 15:36:04,2.56,68.25
2004-03-01 15:48:04,2.38,68.94
2004-03-01 16:00:04,2.25,69.69
2004-03-01 16:12:04,2.13,68.56
2004-03-01 16:24:04,1.88,69.19
2004-03-01 16:36:04,1.69,70.94
2004-03-01 16:48:04,1.63,71.88
2004-03-01 17:00:04,1.75,71.81
2004-03-01 17:12:04,1.81,71.5
2004-03-01 17:24:04,1.88,71.25
2004-03-01 17:36:04,1.81,71.13
2004-03-01 17:48:04,1.69,71.75
2004-03-01 18:00:04,1.56,71.69
2004-03-01 18:12:04,1.5,72.44
2004-03-01 18:24:04,1.56,72.44
2004-03-01 18:36:04,1.44,73.0
2004-03-01 18:48:04,1.31,74.38
2004-03-01 19:00:04,1.19,73.06
2004-03-01 19:12:04,1.19,72.75
2004-03-01 19:24:04,1.13,73.31
2004-03-01 19:36:04,1.06,72.88
2004-03-01 19:48:04,0.94,73.56
2004-03-01 20:00:04,0.81,74.19
2004-03-01 20:12:04,0.69,73.69
2004-03-01 20:24:04,0.5,74.31
2004-03-01 20:36:04,0.44,74.94
2004-03-01 20:48:04,0.38,75.69
2004-03-01 21:00:04,0.31,76.31
2004-03-01 21:12:04,0.31,76.06
2004-03-01 21:24:04,0.31,75.81
2004-03-01 21:36:04,0.44,75.0
2004-03-01 21:48:04,0.44,74.94
2004-03-01 22:00:04,0.56,74.38
2004-03-01 22:12:04,0.56,74.63
2004-03-01 22:24:04,0.63,73.63
2004-03-01 22:36:04,0.56,73.13
2004-03-01 22:48:04,0.56,74.19
2004-03-01 23:00:04,0.44,73.75
2004-03-01 23:12:04,0.31,75.0
2004-03-01 23:24:04,0.31,75.31
2004-03-01 23:36:04,0.31,76.13
2004-03-01 23:48:04,0.06,77.5
2004-04-01 00:00:04,0.0,78.75
2004-04-01 00:12:04,-0.13,78.44
2004-04-01 00:24:04,-0.13,78.31
2004-04-01 00:36:04,-0.13,77.69
2004-04-01 00:48:04,-0.13,77.38
2004-04-01 01:00:04,-0.19,77.88
2004-04-01 01:12:04,-0.06,76.81
2004-04-01 01:24:04,-0.13,77.5
2004-04-01 01:36:04,-0.06,76.88
2004-04-01 01:48:04,-0.19,74.56
2004-04-01 02:00:04,-0.13,72.5
2004-04-01 02:12:04,-0.13,68.44
2004-04-01 02:24:04,-0.13,67.38
2004-04-01 02:36:04,-0.19,67.25
2004-04-01 02:48:04,-0.25,67.63
2004-04-01 03:00:04,-0.38,68.81
2004-04-01 03:12:04,-0.38,69.19
2004-04-01 03:24:04,-0.5,70.56
2004-04-01 03:36:04,-0.5,69.13
2004-04-01 03:48:04,-0.63,69.63
2004-04-01 04:00:04,-0.69,70.44
2004-04-01 04:12:04,-0.75,67.88
2004-04-01 04:24:04,-0.88,68.25
2004-04-01 04:36:04,-1.06,69.88
2004-04-01 04:48:04,-1.25,70.38
2004-04-01 05:00:04,-1.38,70.69
2004-04-01 05:12:04,-1.5,71.44
2004-04-01 05:24:04,-1.69,71.94
2004-04-01 05:36:04,-1.75,73.19
2004-04-01 05:48:04,-1.75,73.88
2004-04-01 06:00:04,-1.81,74.75
2004-04-01 06:12:04,-1.81,74.88
2004-04-01 06:24:04,-1.88,75.5
2004-04-01 06:36:04,-1.88,74.88
2004-04-01 06:48:04,-1.81,76.06
2004-04-01 07:00:04,-1.94,77.25
2004-04-01 07:12:04,-2.0,77.13
2004-04-01 07:24:04,-2.06,75.5
2004-04-01 07:36:04,-2.0,75.13
2004-04-01 07:48:04,-2.0,74.06
2004-04-01 08:00:04,-1.88,73.38
2004-04-01 08:12:04,-1.75,73.0
2004-04-01 08:24:04,-1.69,74.31
2004-04-01 08:36:04,-1.69,73.81
2004-04-01 08:48:04,-1.5,73.94
2004-04-01 09:00:04,-1.38,74.0
2004-04-01 09:12:04,-1.38,74.63
2004-04-01 09:24:04,-1.25,73.63
2004-04-01 09:36:04,-1.19,73.63
2004-04-01 09:48:04,-0.94,71.63
2004-04-01 10:00:04,-0.75,71.0
2004-04-01 10:12:04,-0.56,69.38
2004-04-01 10:24:04,-0.31,68.81
2004-04-01 10:36:04,-0.31,68.13
2004-04-01 10:48:04,0.0,68.38
2004-04-01 11:00:04,0.25,67.13
2004-04-01 11:12:04,0.5,67.31
2004-04-01 11:24:04,1.19,63.56
2004-04-01 11:36:04,1.69,61.94
2004-04-01 11:48:04,1.44,63.31
2004-04-01 12:00:04,1.31,64.69
2004-04-01 12:12:04,1.75,63.13
2004-04-01 12:24:04,2.19,60.75
2004-04-01 12:36:04,2.5,59.44
2004-04-01 12:48:04,2.38,60.5
2004-04-01 13:00:04,2.69,59.88
2004-04-01 13:12:04,2.75,59.88
2004-04-01 13:24:04,2.63,61.0
2004-04-01 13:36:04,2.88,58.44
2004-04-01 13:48:04,3.0,59.31
2004-04-01 14:00:04,3.13,59.31
2004-04-01 14:12:04,3.5,59.0
2004-04-01 14:24:04,3.5,58.56
2004-04-01 14:36:04,3.25,59.5
2004-04-01 14:48:04,3.69,58.69
2004-04-01 15:00:04,3.88,58.81
2004-04-01 15:12:04,3.69,59.44
2004-04-01 15:24:04,3.5,60.19
2004-04-01 15:36:04,3.25,61.06
2004-04-01 15:48:04,3.31,61.56
2004-04-01 16:00:04,2.94,63.44
2004-04-01 16:12:04,2.44,65.5
2004-04-01 16:24:04,2.06,67.06
2004-04-01 16:36:04,1.81,68.63
2004-04-01 16:48:04,1.69,68.88
2004-04-01 17:00:04,1.69,68.88
2004-04-01 17:12:04,1.69,69.38
2004-04-01 17:24:04,1.69,70.38
2004-04-01 17:36:04,1.44,71.56
2004-04-01 17:48:04,1.19,72.56
2004-04-01 18:00:04,1.06,73.25
2004-04-01 18:12:04,1.06,73.06
2004-04-01 18:24:04,0.94,73.5
2004-04-01 18:36:04,1.0,73.19
2004-04-01 18:48:04,0.88,74.5
2004-04-01 19:00:04,0.94,74.94
2004-04-01 19:12:04,0.63,76.38
2004-04-01 19:24:04,0.56,76.5
2004-04-01 19:36:04,0.56,75.0
2004-04-01 19:48:04,0.44,76.06
2004-04-01 20:00:04,0.44,76.13
2004-04-01 20:12:04,0.44,75.88
2004-04-01 20:24:04,0.38,75.38
2004-04-01 20:36:04,0.31,76.25
2004-04-01 20:48:04,0.31,76.06
2004-04-01 21:00:04,0.25,76.5
2004-04-01 21:12:04,0.13,76.81
2004-04-01 21:24:04,0.13,76.19
2004-04-01 21:36:04,0.0,76.13
2004-04-01 21:48:04,0.0,76.19
2004-04-01 22:00:04,-0.06,76.0
2004-04-01 22:12:04,-0.13,76.13
2004-04-01 22:24:04,-0.13,75.56
2004-04-01 22:36:04,-0.19,76.19
2004-04-01 22:48:04,-0.31,76.63
2004-04-01 23:00:04,-0.25,77.0
2004-04-01 23:12:04,-0.25,77.13
2004-04-01 23:24:04,-0.44,79.63
2004-04-01 23:36:04,-0.69,80.56
2004-04-01 23:48:04,-0.75,81.31
2004-05-01 00:00:04,-0.75,80.63
2004-05-01 00:12:04,-0.75,80.25
2004-05-01 00:24:04,-0.63,79.38
2004-05-01 00:36:04,-0.5,78.81
2004-05-01 00:48:04,-0.69,79.88
2004-05-01 01:00:04,-0.88,80.94
2004-05-01 01:12:04,-0.88,81.56
2004-05-01 01:24:04,-0.88,81.13
2004-05-01 01:36:04,-0.75,80.38
2004-05-01 01:48:04,-0.5,80.94
2004-05-01 02:00:04,-0.38,79.69
2004-05-01 02:12:04,-0.44,79.88
2004-05-01 02:24:04,-0.63,81.44
2004-05-01 02:36:04,-0.38,80.44
2004-05-01 02:48:04,-0.5,81.0
2004-05-01 03:00:04,-0.63,80.5
2004-05-01 03:12:04,-0.81,81.38
2004-05-01 03:24:04,-1.0,82.69
2004-05-01 03:36:04,-1.19,83.38
2004-05-01 03:48:04,-0.94,82.63
2004-05-01 04:00:04,-0.81,81.44
2004-05-01 04:12:04,-0.75,80.06
2004-05-01 04:24:04,-0.88,81.13
2004-05-01 04:36:04,-0.75,79.63
2004-05-01 04:48:04,-0.81,79.94
2004-05-01 05:00:04,-0.44,77.94
2004-05-01 05:12:04,-0.44,77.44
2004-05-01 05:24:04,-0.38,76.69
2004-05-01 05:36:04,-0.38,76.63
2004-05-01 05:48:04,-0.25,76.06
2004-05-01 06:00:04,-0.06,75.19
2004-05-01 06:12:04,-0.13,76.06
2004-05-01 06:24:04,-0.06,75.63
2004-05-01 06:36:04,0.06,75.44
2004-05-01 06:48:04,0.13,78.75
2004-05-01 07:00:04,0.0,80.31
2004-05-01 07:12:04,-0.13,80.81
2004-05-01 07:24:04,-0.06,80.25
2004-05-01 07:36:04,0.13,79.31
2004-05-01 07:48:04,0.25,79.88
2004-05-01 08:00:04,0.38,79.63
2004-05-01 08:12:04,0.44,78.63
2004-05-01 08:24:04,0.63,78.69
2004-05-01 08:36:04,0.69,79.44
2004-05-01 08:48:04,0.75,79.88
2004-05-01 09:00:04,0.81,79.88
2004-05-01 09:12:04,1.0,79.25
2004-05-01 09:24:04,1.0,78.69
2004-05-01 09:36:04,1.38,76.75
2004-05-01 09:48:04,1.5,75.13
2004-05-01 10:00:04,1.81,74.88
2004-05-01 10:12:04,2.19,73.06
2004-05-01 10:24:04,2.38,71.81
2004-05-01 10:36:04,2.81,70.25
2004-05-01 10:48:04,3.13,68.31
2004-05-01 11:00:04,3.31,67.88
2004-05-01 11:12:04,3.94,64.81
2004-05-01 11:24:04,4.19,62.75
2004-05-01 11:36:04,4.75,59.0
2004-05-01 11:48:04,5.0,60.06
2004-05-01 12:00:04,5.25,58.94
2004-05-01 12:12:04,5.88,56.69
2004-05-01 12:24:04,6.56,56.75
2004-05-01 12:36:04,7.0,57.75
2004-05-01 12:48:04,7.13,59.63
2004-05-01 13:00:04,7.19,58.88
2004-05-01 13:12:04,7.69,59.13
2004-05-01 13:24:04,7.5,59.0
2004-05-01 13:36:04,7.56,61.5
2004-05-01 13:48:04,7.5,62.63
2004-05-01 14:00:04,7.5,61.81
2004-05-01 14:12:04,8.19,59.13
2004-05-01 14:24:04,8.19,59.5
2004-05-01 14:36:04,8.13,59.0
2004-05-01 14:48:04,8.69,57.75
2004-05-01 15:00:04,8.31,59.06
2004-05-01 15:12:04,8.56,57.44
2004-05-01 15:24:04,8.38,58.94
2004-05-01 15:36:04,7.94,60.81
2004-05-01 15:48:04,7.56,62.56
2004-05-01 16:00:04,7.06,65.0
2004-05-01 16:12:04,6.88,66.69
2004-05-01 16:24:04,6.63,67.44
2004-05-01 16:36:04,6.38,68.5
2004-05-01 16:48:04,6.25,69.5
2004-05-01 17:00:04,6.0,71.56
2004-05-01 17:12:04,5.81,72.38
2004-05-01 17:24:04,5.81,72.44
2004-05-01 17:36:04,5.69,73.38
2004-05-01 17:48:04,5.81,72.69
2004-05-01 18:00:04,5.56,73.75
2004-05-01 18:12:04,5.19,75.81
2004-05-01 18:24:04,5.0,76.75
2004-05-01 18:36:04,4.69,78.31
2004-05-01 18:48:04,4.63,79.0
2004-05-01 19:00:04,4.31,81.25
2004-05-01 19:12:04,4.19,81.63
2004-05-01 19:24:04,4.13,82.19
2004-05-01 19:36:04,4.13,81.81
2004-05-01 19:48:04,4.06,82.44
2004-05-01 20:00:04,3.94,82.5
2004-05-01 20:12:04,3.81,83.25
2004-05-01 20:24:04,3.63,83.88
2004-05-01 20:36:04,3.44,85.38
2004-05-01 20:48:04,3.25,86.0
2004-05-01 21:00:04,3.19,86.63
2004-05-01 21:12:04,3.06,87.5
2004-05-01 21:24:04,2.94,88.25
2004-05-01 21:36:04,3.06,88.0
2004-05-01 21:48:04,3.06,86.88
2004-05-01 22:00:04,2.81,88.38
2004-05-01 22:12:04,2.56,89.31
2004-05-01 22:24:04,2.5,90.19
2004-05-01 22:36:04,2.31,88.94
2004-05-01 22:48:04,2.0,88.56
2004-05-01 23:00:04,1.75,89.44
2004-05-01 23:12:04,1.56,90.0
2004-05-01 23:24:04,1.56,91.31
2004-05-01 23:36:04,1.56,91.63
2004-05-01 23:48:04,1.56,91.75
2004-06-01 00:00:04,1.5,91.5
2004-06-01 00:12:04,1.5,91.5
2004-06-01 00:24:04,1.5,91.19
2004-06-01 00:36:04,1.38,90.38
2004-06-01 00:48:04,1.19,90.75
2004-06-01 01:00:04,1.06,90.94
2004-06-01 01:12:04,0.94,90.75
2004-06-01 01:24:04,0.81,91.06
2004-06-01 01:36:04,0.81,90.75
2004-06-01 01:48:04,0.81,90.63
2004-06-01 02:00:04,0.75,90.44
2004-06-01 02:12:04,0.69,90.25
2004-06-01 02:24:04,0.5,90.44
2004-06-01 02:36:04,0.38,91.06
2004-06-01 02:48:04,0.38,91.19
2004-06-01 03:00:04,0.31,91.44
2004-06-01 03:12:04,0.38,91.44
2004-06-01 03:24:04,0.44,91.19
2004-06-01 03:36:04,0.5,90.63
2004-06-01 03:48:04,0.5,89.81
2004-06-01 04:00:04,0.31,92.19
2004-06-01 04:12:04,0.06,93.06
2004-06-01 04:24:04,0.0,93.81
2004-06-01 04:36:04,-0.06,93.13
2004-06-01 04:48:04,-0.06,93.63
2004-06-01 05:00:04,-0.06,93.63
2004-06-01 05:12:04,-0.13,93.81
2004-06-01 05:24:04,-0.25,93.94
2004-06-01 05:36:04,-0.19,94.13
2004-06-01 05:48:04,-0.13,94.31
2004-06-01 06:00:04,-0.19,94.5
2004-06-01 06:12:04,-0.13,94.81
2004-06-01 06:24:04,-0.19,94.81
2004-06-01 06:36:04,-0.13,94.94
2004-06-01 06:48:04,-0.25,95.0
2004-06-01 07:00:04,-0.25,95.19
2004-06-01 07:12:04,-0.19,95.25
2004-06-01 07:24:04,-0.19,95.25
2004-06-01 07:36:04,-0.13,95.19
2004-06-01 07:48:04,-0.13,93.13
2004-06-01 08:00:04,-0.13,89.25
2004-06-01 08:12:04,-0.13,88.25
2004-06-01 08:24:04,-0.06,87.88
2004-06-01 08:36:04,0.0,87.19
2004-06-01 08:48:04,-0.06,86.94
2004-06-01 09:00:04,0.06,86.25
2004-06-01 09:12:04,0.31,85.38
2004-06-01 09:24:04,0.38,84.56
2004-06-01 09:36:04,0.63,84.0
2004-06-01 09:48:04,0.81,83.19
2004-06-01 10:00:04,1.06,81.0
2004-06-01 10:12:04,1.06,81.81
2004-06-01 10:24:04,1.44,80.25
2004-06-01 10:36:04,1.56,79.94
2004-06-01 10:48:04,1.94,79.06
2004-06-01 11:00:04,2.25,77.56
2004-06-01 11:12:04,2.63,76.88
2004-06-01 11:24:04,3.44,73.13
2004-06-01 11:36:04,4.19,70.81
