"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 15:00","2008","02","05","15:00","7.3","","2.5","","72","","","","20","","35","","32.2","","100.65","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 16:00","2008","02","05","16:00","6.4","","1.6","","71","","","","21","","35","","32.2","","100.69","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 17:00","2008","02","05","17:00","6.6","","1.0","","67","","","","24","","35","","32.2","","100.76","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 18:00","2008","02","05","18:00","6.4","","0.4","","65","","","","25","","33","","32.2","","100.89","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 19:00","2008","02","05","19:00","5.6","","1.3","","74","","","","29","","26","","32.2","","101.04","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 20:00","2008","02","05","20:00","5.0","","1.4","","78","","","","29","","28","","24.1","","101.14","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 21:00","2008","02","05","21:00","3.8","","0.5","","79","","","","29","","20","","24.1","","101.25","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 22:00","2008","02","05","22:00","5.0","","-1.0","","65","","","","26","","24","","24.1","","101.35","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-05 23:00","2008","02","05","23:00","4.8","","-0.5","","68","","","","25","","28","","24.1","","101.36","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 00:00","2008","02","06","00:00","3.8","","-1.1","","70","","","","27","","15","","24.1","","101.44","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 01:00","2008","02","06","01:00","2.4","","-1.8","","74","","","","29","","13","","24.1","","101.53","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 02:00","2008","02","06","02:00","2.3","","-1.5","","76","","","","36","","6","","24.1","","101.56","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 03:00","2008","02","06","03:00","1.1","","-1.8","","81","","","","9","","4","","24.1","","101.64","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 04:00","2008","02","06","04:00","1.3","","-2.2","","77","","","","","","0","","24.1","","101.69","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 05:00","2008","02","06","05:00","2.8","","-1.6","","73","","","","33","","4","","24.1","","101.77","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 06:00","2008","02","06","06:00","2.4","","-1.5","","75","","","","17","","7","","24.1","","101.84","","","","","","Mostly Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 07:00","2008","02","06","07:00","3.0","","-1.6","","72","","","","15","","11","","24.1","","101.87","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 08:00","2008","02","06","08:00","0.6","","-2.0","","83","","","","11","","6","","24.1","","101.91","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 09:00","2008","02","06","09:00","1.6","","-1.0","","83","","","","11","","9","","24.1","","101.89","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 10:00","2008","02","06","10:00","3.0","","0.0","","81","","","","19","","9","","24.1","","101.91","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 11:00","2008","02","06","11:00","4.9","","0.1","","71","","","","11","","9","","24.1","","102.00","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 12:00","2008","02","06","12:00","5.0","","-1.3","","64","","","","24","","17","","24.1","","101.90","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 13:00","2008","02","06","13:00","4.5","","0.0","","73","","","","18","","19","","24.1","","101.91","","","","","","Cloudy"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 14:00","2008","02","06","14:00","3.6","","0.6","","81","","","","19","","20","","19.3","","101.91","","","","","","Rain Showers"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 15:00","2008","02","06","15:00","2.1","","0.6","","90","","","","14","","17","","9.7","","101.73","","","","","","Rain,Fog"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 16:00","2008","02","06","16:00","2.8","","1.2","","89","","","","13","","20","","19.3","","101.59","","","","","","Rain Showers"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 17:00","2008","02","06","17:00","2.2","","0.8","","90","","","","8","","20","","12.9","","101.44","","","","","","Rain Showers"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 18:00","2008","02","06","18:00","2.7","","1.4","","91","","","","10","","19","","12.9","","101.28","","","","","","Rain"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 19:00","2008","02","06","19:00","3.7","","2.0","","89","","","","14","","39","","12.9","","100.85","","","","","","Rain"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 20:00","2008","02","06","20:00","3.7","","1.7","","87","","","","13","","35","","16.1","","100.69","","","","","","Rain"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 21:00","2008","02","06","21:00","3.2","","1.5","","89","","","","14","","39","","12.9","","100.47","","","","","","Rain"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 22:00","2008","02","06","22:00","3.2","","1.6","","89","","","","13","","43","","12.9","","100.16","","","","","","Rain"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-06 23:00","2008","02","06","23:00","3.4","","1.7","","89","","","","13","","37","","16.1","","99.90","","","","","","Rain"
"-123.18","49.20","VANCOUVER INT'L A","1108447","2008-02-07 00:00","2008","02","07","00:00","3.3","","1.6","","89","","","","13","","28","","12.9","","99.70","","","","","","Rain"
